EMPLOYEE_ID,SALARY,MANAGER,DEPARTMENT
R000379,4204,Bob,Schoonmaak
R000380,3098,Eva,Engineering
R000381,9027,Diana,Sales
R000382,3823,Diana,Tester
R000383,5201,Colin,Management
R000384,7806,Bob,Management
R000385,7069,Eva,Sales
R000386,5155,Eva,Tester
R000387,5093,Diana,Schoonmaak
,5530,Bob,Engineering
R000389,7658,Colin,Tester
R000390,5778,Bob,Management
R000391,4896,Albert,Sales
R000392,5453,Bob,Sales
R000393,8891,Albert,Engineering
R000394,5511,Albert,Sales
R000395,9771,Colin,Sales
R000396,2988,Diana,Tester
R000397,6116,Bob,Schoonmaak
R000398,8446,Albert,Engineering
R000399,6964,Bob,Tester
R000400,6026,Diana,Schoonmaak
R000401,6179,Diana,Tester
R000402,9941,Eva,Tester
R000403,3682,Diana,Sales
R000404,8072,Colin,Schoonmaak
R000405,9620,Albert,Engineering
R000406,7506,Eva,Engineering
R000407,7626,Colin,Schoonmaak
R000408,9424,Bob,Sales
R000409,6665,Albert,Management
R000410,5963,Diana,Tester
R000411,2933,Albert,Sales
R000412,5598,Bob,Schoonmaak
R000413,5233,Eva,Tester
R000414,3980,Eva,Engineering
R000415,9330,Eva,Management
R000416,3855,Diana,Engineering
R000417,5056,Colin,Schoonmaak
R000418,2792,Colin,Tester
R000419,2791,Albert,Schoonmaak
R000420,9691,Diana,Tester
R000421,3809,Eva,Sales
R000422,7390,Eva,Management
R000423,8635,Bob,Sales
R000424,4255,Bob,Sales
R000425,5610,Eva,Schoonmaak
R000426,3607,Eva,Management
R000427,7179,Diana,Tester
R000428,8573,Colin,Tester
R000429,2984,Bob,Engineering
R000430,7776,Colin,Tester
R000431,5676,Diana,Schoonmaak
R000432,5380,Eva,Sales
R000433,2519,Colin,Sales
R000434,2590,Eva,Sales
R000435,3050,Eva,Management
R000436,7805,Albert,Tester
,5633,Colin,Schoonmaak
R000438,8131,Colin,Management
R000439,8342,Eva,Engineering
R000440,8530,Diana,Schoonmaak
R000441,6444,Albert,Schoonmaak
R000442,2959,Eva,Schoonmaak
R000443,8059,Bob,Sales
R000444,2692,Bob,Schoonmaak
R000445,7655,Albert,Tester
R000446,5899,Diana,Schoonmaak
R000447,6473,Eva,Sales
R000448,4946,Colin,Schoonmaak
R000449,9059,Albert,Engineering
R000450,9725,Diana,Engineering
,2526,Colin,Sales
R000452,5224,Bob,Tester
R000453,8877,Bob,Tester
R000454,4253,Colin,Management
R000455,8598,Albert,Sales
R000456,5344,Bob,Schoonmaak
R000457,5965,Eva,Sales
R000458,7355,Colin,Management
R000459,3875,Colin,Sales
R000460,3763,Bob,Sales
R000461,2520,Albert,Management
R000462,7797,Eva,Tester
R000463,3016,Albert,Schoonmaak
R000464,9099,Diana,Management
R000465,9998,Diana,Engineering
R000466,8869,Bob,Tester
R000467,7109,Bob,Engineering
R000468,8644,Bob,Tester
R000469,2116,Diana,Schoonmaak
R000470,4433,Albert,Schoonmaak
R000471,7463,Albert,Sales
R000472,2583,Bob,Engineering
R000473,2394,Eva,Tester
R000474,7183,Albert,Schoonmaak
R000475,5788,Diana,Management
R000476,4768,Colin,Schoonmaak
R000477,6167,Colin,Management
R000478,5860,Colin,Tester
R000479,2273,Eva,Schoonmaak
R000480,4013,Bob,Schoonmaak
R000481,7439,Diana,Tester
R000482,6433,Eva,Schoonmaak
R000483,3389,Diana,Management
R000484,5566,Diana,Schoonmaak
R000485,6702,Bob,Engineering
R000486,2165,Colin,Sales
R000487,3567,Bob,Management
R000488,8154,Eva,Engineering
R000489,7420,Eva,Tester
R000490,2728,Eva,Management
R000491,8944,Bob,Sales
R000492,4043,Diana,Sales
R000493,6197,Diana,Tester
R000494,5496,Albert,Tester
R000495,7511,Eva,Management
,2778,Diana,Schoonmaak
R000497,2213,Albert,Tester
R000498,5762,Diana,Schoonmaak
R000499,7207,Eva,Engineering
R000500,3576,Colin,Sales
R000501,4448,Eva,Schoonmaak
R000502,8731,Bob,Sales
R000503,4936,Diana,Schoonmaak
R000504,5117,Diana,Engineering
R000505,7791,Bob,Tester
R000506,9630,Bob,Engineering
R000507,2591,Colin,Tester
R000508,7429,Diana,Tester
R000509,7205,Diana,Sales
R000510,8235,Colin,Engineering
R000511,9827,Albert,Schoonmaak
R000512,4720,Colin,Engineering
R000513,2713,Eva,Sales
R000514,2935,Diana,Tester
R000515,8047,Bob,Sales
R000516,6337,Eva,Management
R000517,8139,Diana,Management
R000518,2001,Colin,Schoonmaak
R000519,8368,Eva,Sales
R000520,4848,Diana,Schoonmaak
R000521,7864,Albert,Schoonmaak
R000522,6044,Albert,Management
R000523,3949,Bob,Schoonmaak
R000524,8732,Diana,Management
R000525,8259,Albert,Tester
R000526,9833,Colin,Sales
R000527,2917,Diana,Schoonmaak
R000528,5174,Colin,Management
R000529,4241,Colin,Engineering
R000530,9333,Albert,Schoonmaak
R000531,9014,Diana,Tester
R000532,2089,Eva,Tester
R000533,3709,Albert,Engineering
R000534,4169,Albert,Management
R000535,6238,Diana,Schoonmaak
R000536,5041,Diana,Management
R000537,2105,Colin,Tester
,2886,Diana,Management
R000539,2427,Colin,Tester
R000540,7424,Albert,Management
R000541,3895,Bob,Engineering
R000542,8090,Eva,Sales
R000543,2316,Albert,Engineering
,8082,Diana,Engineering
R000545,2634,Eva,Sales
R000546,3925,Bob,Sales
R000547,4056,Bob,Schoonmaak
R000548,8917,Colin,Schoonmaak
R000549,5144,Eva,Engineering
R000550,9526,Colin,Engineering
R000551,4270,Albert,Tester
R000552,3439,Eva,Tester
R000553,2552,Albert,Schoonmaak
R000554,9537,Colin,Schoonmaak
R000555,2715,Eva,Tester
R000556,7383,Colin,Tester
R000557,5911,Eva,Management
R000558,3713,Colin,Management
R000559,7979,Bob,Tester
R000560,5389,Colin,Management
R000561,3107,Bob,Sales
R000562,7437,Colin,Schoonmaak
R000563,6206,Eva,Schoonmaak
R000564,2250,Eva,Tester
R000565,4430,Eva,Engineering
R000566,4054,Diana,Tester
R000567,2458,Albert,Management
R000568,7203,Eva,Engineering
R000569,2207,Bob,Management
R000570,2899,Eva,Sales
R000571,5461,Diana,Management
R000572,5385,Bob,Sales
R000573,2021,Diana,Sales
R000574,2409,Bob,Management
R000575,2894,Colin,Management
R000576,2514,Albert,Sales
R000577,9294,Albert,Engineering
R000578,6904,Diana,Sales
R000579,9867,Albert,Schoonmaak
R000580,6969,Diana,Sales
R000581,6109,Diana,Engineering
R000582,7066,Diana,Schoonmaak
R000583,9121,Albert,Tester
R000584,9157,Diana,Tester
R000585,9179,Albert,Engineering
R000586,4134,Diana,Sales
R000587,5595,Eva,Management
R000588,4956,Diana,Engineering
R000589,3560,Bob,Schoonmaak
R000590,7420,Diana,Schoonmaak
R000591,3266,Colin,Tester
R000592,4169,Diana,Schoonmaak
R000593,9314,Bob,Engineering
R000594,5638,Bob,Schoonmaak
R000595,2749,Albert,Engineering
R000596,5427,Eva,Management
R000597,6780,Diana,Tester
R000598,3927,Albert,Schoonmaak
R000599,5804,Eva,Engineering
R000600,5702,Diana,Sales
R000601,4356,Colin,Tester
R000602,6790,Diana,Management
R000603,4335,Bob,Engineering
R000604,2306,Bob,Management
R000605,9979,Colin,Management
R000606,5665,Albert,Schoonmaak
R000607,3989,Eva,Schoonmaak
R000608,9057,Diana,Engineering
R000609,9890,Bob,Sales
R000610,2661,Albert,Engineering
R000611,6644,Colin,Sales
R000612,9519,Bob,Management
R000613,2311,Colin,Tester
R000614,4920,Diana,Engineering
R000615,3082,Eva,Engineering
R000616,9810,Bob,Sales
R000617,4971,Bob,Management
R000618,7833,Diana,Management
R000619,2754,Albert,Sales
R000620,6130,Eva,Management
,6540,Bob,Schoonmaak
R000622,8236,Eva,Tester
R000623,8078,Bob,Engineering
R000624,7326,Eva,Tester
R000625,2352,Colin,Engineering
R000626,2902,Bob,Schoonmaak
R000627,7451,Eva,Management
R000628,5888,Albert,Sales
R000629,9005,Colin,Schoonmaak
R000630,7844,Colin,Tester
R000631,2158,Albert,Sales
R000632,3977,Eva,Management
R000633,2956,Diana,Schoonmaak
R000634,4071,Albert,Sales
R000635,2403,Eva,Schoonmaak
R000636,8948,Albert,Schoonmaak
R000637,6611,Albert,Management
R000638,4779,Bob,Engineering
R000639,3387,Eva,Sales
R000640,5453,Diana,Management
R000641,8675,Bob,Schoonmaak
R000642,2955,Albert,Management
R000643,8295,Albert,Engineering
R000644,9729,Albert,Sales
R000645,3712,Eva,Engineering
R000646,9090,Eva,Tester
R000647,6703,Bob,Sales
R000648,9784,Diana,Engineering
R000649,8563,Bob,Schoonmaak
R000650,3273,Colin,Sales
R000651,9284,Albert,Sales
R000652,9009,Albert,Management
R000653,7631,Albert,Schoonmaak
R000654,5811,Bob,Tester
R000655,4625,Bob,Engineering
R000656,4382,Albert,Management
R000657,3441,Bob,Engineering
R000658,4979,Eva,Tester
R000659,3797,Eva,Tester
R000660,6390,Bob,Sales
R000661,6009,Albert,Tester
R000662,6850,Bob,Engineering
R000663,3394,Bob,Schoonmaak
R000664,6281,Bob,Schoonmaak
R000665,3269,Colin,Sales
R000666,6732,Eva,Engineering
R000667,7387,Diana,Engineering
R000668,5714,Diana,Tester
R000669,9404,Colin,Engineering
R000670,2529,Bob,Management
R000671,5623,Colin,Tester
R000672,8164,Colin,Management
R000673,4958,Albert,Sales
R000674,9904,Eva,Schoonmaak
R000675,4914,Diana,Sales
R000676,6889,Bob,Schoonmaak
R000677,5591,Diana,Sales
R000678,4147,Diana,Engineering
R000679,8895,Eva,Management
R000680,6573,Diana,Schoonmaak
R000681,7718,Diana,Tester
R000682,5369,Colin,Management
R000683,2939,Eva,Tester
R000684,2525,Albert,Management
R000685,8477,Bob,Management
R000686,2001,Diana,Sales
R000687,2374,Bob,Schoonmaak
R000688,4340,Albert,Schoonmaak
R000689,8980,Bob,Management
R000690,6005,Albert,Engineering
R000691,5052,Colin,Engineering
R000692,6648,Diana,Tester
R000693,4365,Albert,Tester
R000694,3525,Bob,Sales
R000695,7947,Diana,Management
R000696,6476,Colin,Tester
R000697,3646,Diana,Tester
R000698,2013,Albert,Management
R000699,6599,Colin,Sales
R000700,4278,Bob,Tester
R000701,8104,Colin,Sales
R000702,5155,Colin,Schoonmaak
R000703,2129,Eva,Sales
R000704,5814,Colin,Engineering
R000705,6933,Colin,Engineering
R000706,5216,Diana,Sales
R000707,4938,Bob,Engineering
R000708,5928,Diana,Schoonmaak
R000709,4040,Diana,Management
R000710,2027,Albert,Engineering
R000711,4113,Diana,Engineering
R000712,9330,Eva,Sales
R000713,3252,Eva,Schoonmaak
R000714,6356,Albert,Management
R000715,4046,Bob,Sales
R000716,7568,Bob,Sales
R000717,7543,Diana,Schoonmaak
R000718,6555,Diana,Management
R000719,6023,Diana,Schoonmaak
R000720,9843,Bob,Management
R000721,6396,Colin,Schoonmaak
R000722,9062,Eva,Sales
R000723,5374,Colin,Sales
R000724,8430,Colin,Tester
R000725,5466,Bob,Engineering
R000726,5081,Colin,Schoonmaak
R000727,5778,Albert,Tester
R000728,2629,Diana,Engineering
R000729,2269,Albert,Schoonmaak
R000730,4639,Eva,Management
R000731,3993,Diana,Engineering
R000732,7724,Colin,Sales
R000733,7897,Eva,Tester
R000734,4891,Diana,Engineering
R000735,6957,Colin,Engineering
R000736,5432,Albert,Sales
R000737,3280,Diana,Schoonmaak
R000738,8276,Colin,Management
R000739,9443,Albert,Sales
R000740,7895,Eva,Management
R000741,7802,Eva,Schoonmaak
R000742,9115,Eva,Engineering
R000743,8656,Eva,Management
R000744,4360,Bob,Tester
R000745,2575,Diana,Tester
R000746,9029,Diana,Sales
R000747,8099,Bob,Schoonmaak
R000748,3307,Colin,Sales
R000749,5192,Colin,Sales
R000750,5178,Eva,Sales
R000751,8052,Albert,Tester
R000752,4734,Colin,Tester
R000753,8116,Albert,Sales
R000754,9371,Diana,Tester
R000755,4212,Albert,Schoonmaak
R000756,4352,Diana,Sales
R000757,5568,Bob,Tester
R000758,3655,Bob,Management
R000759,3579,Eva,Sales
R000760,7943,Colin,Sales
R000761,4203,Eva,Schoonmaak
R000762,3390,Diana,Engineering
R000763,3742,Eva,Engineering
R000764,3925,Albert,Schoonmaak
R000765,2619,Diana,Schoonmaak
R000766,3274,Bob,Schoonmaak
R000767,2956,Colin,Engineering
R000768,3939,Diana,Schoonmaak
R000769,5953,Diana,Tester
R000770,4381,Albert,Sales
R000771,9809,Colin,Sales
R000772,2968,Bob,Management
R000773,8654,Diana,Management
R000774,3316,Diana,Sales
,3043,Albert,Tester
R000776,2281,Eva,Engineering
R000777,4844,Bob,Engineering
R000778,9168,Colin,Tester
R000779,8262,Diana,Engineering
R000780,3058,Diana,Schoonmaak
R000781,6293,Bob,Sales
R000782,4532,Eva,Sales
R000783,5828,Diana,Tester
R000784,7178,Bob,Engineering
R000785,8980,Albert,Management
R000786,7280,Eva,Management
R000787,3008,Colin,Engineering
R000788,8834,Diana,Management
R000789,3229,Bob,Tester
R000790,3035,Albert,Tester
R000791,6585,Colin,Engineering
R000792,2275,Bob,Management
R000793,4740,Bob,Tester
R000794,4289,Colin,Tester
R000795,3239,Albert,Schoonmaak
R000796,7370,Albert,Schoonmaak
R000797,9978,Eva,Tester
R000798,2125,Diana,Engineering
R000799,6065,Colin,Sales
R000800,6312,Colin,Sales
R000801,9473,Colin,Tester
,5868,Albert,Tester
R000803,3208,Diana,Tester
R000804,9206,Eva,Engineering
R000805,7342,Bob,Schoonmaak
R000806,9351,Bob,Tester
R000807,8638,Colin,Tester
R000808,8570,Diana,Management
R000809,5249,Albert,Engineering
R000810,2918,Diana,Tester
R000811,9595,Diana,Management
R000812,7413,Albert,Sales
R000813,5923,Colin,Tester
R000814,8294,Diana,Tester
R000815,8527,Bob,Management
R000816,7757,Albert,Engineering
R000817,9980,Eva,Tester
R000818,6403,Colin,Sales
R000819,7455,Albert,Tester
R000820,3969,Eva,Sales
,4793,Eva,Schoonmaak
R000822,2891,Diana,Schoonmaak
R000823,6470,Diana,Sales
R000824,9175,Diana,Engineering
R000825,4033,Albert,Tester
R000826,3364,Albert,Tester
R000827,2128,Colin,Schoonmaak
R000828,3014,Diana,Sales
R000829,3799,Eva,Tester
R000830,8812,Bob,Tester
R000831,9519,Colin,Engineering
R000832,7477,Albert,Management
R000833,6612,Colin,Schoonmaak
R000834,3518,Colin,Schoonmaak
R000835,6181,Colin,Management
R000836,3198,Colin,Tester
R000837,5873,Bob,Engineering
R000838,9360,Diana,Engineering
R000839,8454,Eva,Schoonmaak
R000840,7238,Colin,Engineering
R000841,9385,Colin,Management
R000842,4474,Colin,Tester
R000843,8089,Diana,Management
R000844,5485,Albert,Sales
R000845,8257,Albert,Schoonmaak
R000846,6049,Bob,Engineering
R000847,9312,Albert,Sales
R000848,9705,Colin,Engineering
R000849,5719,Colin,Tester
R000850,2302,Colin,Tester
R000851,8887,Bob,Tester
R000852,5952,Colin,Engineering
R000853,6683,Albert,Sales
R000854,2986,Diana,Tester
,3863,Diana,Sales
R000856,6440,Eva,Engineering
R000857,6909,Albert,Sales
R000858,8083,Colin,Engineering
,8944,Diana,Engineering
R000860,5072,Albert,Schoonmaak
R000861,9314,Diana,Engineering
R000862,7406,Colin,Engineering
,8095,Diana,Management
R000864,7773,Eva,Tester
R000865,5124,Eva,Schoonmaak
R000866,3327,Diana,Schoonmaak
R000867,7188,Albert,Schoonmaak
R000868,4408,Albert,Management
R000869,5673,Albert,Engineering
R000870,5291,Diana,Tester
R000871,6033,Albert,Sales
R000872,7105,Colin,Engineering
R000873,2703,Eva,Management
R000874,2574,Colin,Engineering
R000875,7704,Albert,Engineering
R000876,5232,Colin,Management
R000877,9848,Albert,Schoonmaak
R000878,7208,Diana,Schoonmaak
,6783,Colin,Tester
R000880,8924,Diana,Tester
R000881,4632,Diana,Schoonmaak
,5828,Bob,Sales
R000883,8732,Albert,Engineering
R000884,5230,Eva,Sales
R000885,2488,Albert,Engineering
