EMPLOYEE_ID,SALARY,MANAGER,DEPARTMENT
83-5346321,4225.81,4,Research and Development
54-5811946,5703.09,2,Research and Development
35-0364534,5415.11,5,Services
14-9400995,4820.98,2,Research and Development
28-0377253,5904.5,4,Legal
43-8068066,5175.06,1,Accounting
74-3485541,5675.6,3,Services
43-2491598,4187.32,3,Services
57-3965526,5277.78,3,Research and Development
50-5703516,5798.13,5,Marketing
98-1260030,5883.81,4,Sales
70-7392218,5022.64,4,Research and Development
11-3526142,4139.53,2,Research and Development
19-1672265,5901.35,5,Support
97-1449786,3833.41,2,Support
12-7668101,5065.85,2,Training
47-7840045,4486.41,2,Human Resources
61-0436587,5151.62,4,Accounting
40-0591903,4324.87,5,Services
01-2403345,5609.01,3,Product Management
23-3300914,2871.72,2,Training
66-7183255,5846.06,4,Research and Development
49-0488101,3655.92,3,Product Management
40-6823019,3619.22,4,Training
08-1241106,5577.68,4,Training
12-5159003,4872.64,2,Sales
58-8543548,4021.37,2,Legal
89-3487146,5357.51,1,Legal
20-7506797,3695.69,2,Business Development
88-0309113,3345.48,3,Human Resources
26-6993114,5729.14,1,Business Development
37-8233951,3644.81,1,Business Development
47-8647047,4941.51,2,Accounting
84-7667105,3885.19,5,Legal
94-2526279,4866.02,3,Marketing
69-3341068,4114.2,1,Product Management
79-6341503,5979.38,2,Services
64-1230330,5161.37,4,Support
50-4567137,5189.76,4,Engineering
83-8518686,3852.23,3,Marketing
70-6951319,3041.67,5,Sales
94-6392840,4808.2,5,Engineering
09-0466646,5567.1,4,Sales
11-5699952,4271.17,3,Accounting
85-8515782,4473.2,2,Services
82-5280650,2719.02,2,Business Development
78-6022883,5549.14,2,Legal
33-2584744,4949.5,3,Research and Development
55-4897407,4500.39,5,Services
32-3316338,3973.06,1,Accounting
82-2035176,2894.67,2,Product Management
26-5758219,5421.38,5,Product Management
30-1113453,5246.62,2,Research and Development
53-9350780,3249.68,1,Business Development
52-7271421,3087.31,4,Product Management
56-6707279,2994.99,1,Engineering
04-4288516,4713.3,5,Services
55-1129258,5717.75,1,Legal
46-2850231,3330.38,2,Sales
55-2693363,4007.83,4,Training
52-7775625,4750.92,4,Accounting
72-8576672,4100.17,1,Business Development
31-2766274,4614.23,1,Legal
92-0764330,3653.49,3,Research and Development
89-4992086,4086.31,1,Engineering
92-8992933,4346.28,1,Legal
47-2516971,3782.49,5,Sales
69-0009236,5030.41,2,Engineering
32-2580624,4057.73,5,Services
24-3654716,5129.59,3,Accounting
02-1961604,4416.7,3,Services
69-6090004,4767.34,3,Product Management
16-4521179,3603.94,2,Sales
75-4180286,3036.94,1,Business Development
19-0939519,3251.73,3,Sales
21-8834371,3882.27,2,Engineering
07-1649686,5651.67,5,Human Resources
45-8051249,4913.79,5,Engineering
77-6972851,4799.77,1,Sales
99-9052877,4766.22,4,Services
19-6423055,5916.67,5,Services
20-6607427,4173.24,5,Sales
59-0622369,5417.91,3,Legal
37-9931471,4222.4,5,Research and Development
83-2541989,5727.91,3,Training
10-2036018,3916.2,2,Accounting
63-7460966,3142.88,5,Engineering
99-1852125,4175.47,5,Legal
38-2754450,4682.58,4,Research and Development
12-2757568,3621.0,5,Business Development
02-6513478,5515.01,1,Support
41-6055250,4194.86,1,Research and Development
98-1288007,3986.12,3,Support
20-9455784,4080.63,1,Sales
56-3180905,5986.56,3,Business Development
73-7665847,3401.92,5,Research and Development
41-5215386,4403.68,1,Training
91-9626029,5952.18,2,Research and Development
79-6954997,5858.16,3,Marketing
54-1664807,4946.41,4,Support
63-8075180,4099.47,3,Engineering
85-0530839,5184.61,2,Services
48-7243387,4868.53,5,Research and Development
01-3809056,5033.95,5,Engineering
50-1087556,3284.54,2,Sales
77-7208821,5931.73,4,Human Resources
03-3328848,3540.92,5,Sales
23-6752411,5500.21,1,Business Development
52-1424639,5022.68,3,Business Development
38-3781626,2823.92,5,Support
17-7920526,4904.97,4,Training
86-2506585,2997.89,5,Support
56-6900366,3750.53,1,Product Management
59-5208192,3013.68,5,Product Management
09-8908712,4069.77,2,Accounting
31-3995283,4033.13,1,Training
88-7593972,3324.31,1,Product Management
40-5289362,2820.54,2,Product Management
82-8866196,4987.0,2,Legal
34-0443059,3533.96,2,Product Management
99-9651322,3846.15,1,Engineering
66-7373973,4992.3,2,Human Resources
49-5629329,5652.83,2,Product Management
27-0815944,4977.37,5,Sales
18-5748785,5874.62,5,Business Development
17-3207221,3990.09,1,Training
68-3784326,5289.52,2,Human Resources
47-0459732,5330.28,4,Product Management
15-4405386,4978.58,5,Legal
59-0524432,3946.82,2,Engineering
43-2068125,3330.53,3,Sales
60-8656472,5857.11,1,Business Development
64-5295887,4244.68,3,Marketing
07-6506073,3353.71,5,Training
38-2262787,3181.32,4,Services
60-1208571,3094.02,4,Engineering
89-6760540,5784.4,3,Human Resources
66-8932582,3642.77,5,Business Development
85-3603470,5628.47,4,Legal
44-8188785,5515.71,2,Business Development
85-1037106,4725.58,3,Research and Development
19-0302965,5379.31,2,Human Resources
65-3606287,3957.7,5,Research and Development
71-6138669,3452.87,4,Accounting
84-7528429,3916.03,5,Services
72-7504470,4734.21,1,Support
04-7358465,2826.17,1,Support
89-3857261,5659.16,3,Training
50-2531931,3069.75,1,Research and Development
45-3518633,3097.39,4,Business Development
46-5040504,5871.35,4,Support
13-5888343,3714.45,3,Support
19-2338316,3572.03,5,Marketing
73-0076835,5899.22,3,Sales
54-7279345,4027.22,5,Support
70-9936586,3183.9,2,Product Management
80-7360007,3184.29,3,Business Development
15-0592079,2891.76,3,Marketing
81-8360312,4412.18,3,Business Development
95-5419930,3967.41,1,Support
32-3842578,4701.73,1,Research and Development
54-7158707,5480.95,5,Human Resources
67-5378676,5342.58,2,Training
77-6373566,3907.63,5,Marketing
96-2909730,5507.93,3,Human Resources
21-4960136,5282.75,1,Research and Development
94-0603681,3952.61,2,Support
26-5940238,3098.63,4,Human Resources
23-9860974,5037.89,5,Human Resources
48-0148888,4099.96,5,Business Development
59-0500515,3700.9,5,Human Resources
86-0027119,4756.88,4,Training
46-4967664,2843.27,5,Engineering
03-6129834,4711.35,4,Sales
34-9150097,2829.97,4,Accounting
85-9313775,4925.76,4,Services
86-9929491,5834.38,3,Training
43-6142805,4432.13,4,Human Resources
56-4842476,2736.29,5,Accounting
48-0208952,2852.62,1,Product Management
42-5855551,4098.7,3,Marketing
31-2071678,5166.25,3,Engineering
66-5557384,4001.82,2,Business Development
72-5044871,5697.96,1,Research and Development
49-5413852,3753.43,1,Human Resources
30-8311354,4983.15,3,Accounting
01-0579700,2908.83,5,Support
80-9077014,4794.71,3,Training
12-8036699,5100.69,3,Services
38-7638568,5206.47,5,Research and Development
71-4310224,4400.22,5,Product Management
18-6022663,3623.61,1,Accounting
99-9925461,3441.1,4,Research and Development
45-0055785,5322.47,4,Research and Development
74-2452628,5698.27,4,Services
31-7729517,5546.43,4,Accounting
17-7655035,4487.18,4,Human Resources
76-2056074,3743.44,2,Accounting
90-1657315,5445.69,2,Human Resources
50-6389495,3442.56,3,Training
41-2820484,5462.54,2,Training
18-9406033,5831.05,5,Research and Development
73-7614643,3602.52,3,Business Development
57-9718692,4173.32,1,Sales
00-1660843,3577.13,5,Training
42-5925171,3199.24,5,Legal
43-4347861,3964.91,3,Legal
36-0650156,3306.73,3,Sales
48-3368632,4275.85,4,Research and Development
48-0329107,5065.88,5,Marketing
94-5113984,5784.94,3,Training
03-2407546,4572.66,2,Human Resources
68-2852403,3749.53,3,Business Development
01-2490179,5086.58,4,Accounting
35-9327856,5869.03,5,Training
70-8929867,4024.57,4,Services
19-8958178,4622.58,4,Training
39-4388406,4667.23,4,Marketing
86-3071591,4328.78,2,Accounting
74-0698701,4416.17,5,Product Management
11-1770073,4339.18,5,Legal
63-7971776,5300.9,1,Services
02-2585742,5332.91,4,Services
53-0217486,5244.44,1,Human Resources
55-8349784,5970.54,2,Product Management
71-8452963,3901.96,4,Marketing
46-8062615,3668.48,2,Services
64-7800594,4547.48,4,Business Development
25-1601997,5430.97,4,Services
13-7092586,3872.12,2,Business Development
65-5347747,3373.12,2,Sales
21-5797714,3576.04,5,Training
69-5243712,5649.81,5,Services
74-8271876,3993.84,1,Training
62-5503935,5349.65,2,Services
55-2818521,5209.51,5,Business Development
95-6627872,3500.34,4,Legal
76-6494153,3260.18,4,Marketing
82-8654234,4864.53,4,Training
62-1403967,3223.28,1,Engineering
90-9810760,5112.1,5,Accounting
02-4741698,3802.0,5,Training
85-5582883,3131.57,2,Research and Development
39-1067211,3662.09,4,Legal
68-4417197,3814.8,5,Product Management
20-9038443,4688.49,4,Product Management
99-2545742,5472.12,1,Marketing
72-8452543,2901.29,3,Product Management
45-5641142,4724.56,2,Business Development
18-2230158,5865.51,1,Services
49-9975116,3832.73,4,Human Resources
92-7608215,4373.05,2,Support
78-0238973,3457.64,1,Marketing
41-3231747,5861.1,5,Sales
08-9822116,4571.95,2,Legal
83-5141165,3864.8,2,Support
08-1020527,4068.74,2,Business Development
60-3341452,4257.61,5,Training
18-6686013,5422.45,3,Support
96-6494404,4232.63,1,Engineering
48-2824128,3791.55,5,Sales
66-5567600,3545.81,5,Training
31-5710872,3932.36,4,Research and Development
34-4322474,4437.68,5,Research and Development
44-1474848,3309.53,3,Marketing
87-1954222,3704.66,4,Services
03-4458077,5393.0,2,Business Development
51-3518224,3016.06,1,Research and Development
07-9571467,4802.9,5,Product Management
53-4520708,5599.32,3,Research and Development
38-3793921,5611.74,2,Product Management
70-3078497,4019.92,3,Legal
67-3191271,4103.78,2,Research and Development
31-7620623,2871.95,1,Product Management
02-1050499,5691.64,2,Marketing
64-2603502,3147.3,1,Services
88-0212137,5798.88,4,Human Resources
10-6191705,5277.96,5,Accounting
36-2564320,5372.09,1,Legal
15-7939354,3872.72,1,Research and Development
07-3834664,4521.38,4,Engineering
00-4468615,4317.79,2,Training
78-2886113,4208.09,5,Marketing
78-6410569,4658.95,3,Training
18-2909322,5680.87,5,Product Management
43-8432372,3578.76,1,Support
99-4931842,5877.61,3,Legal
92-2872095,3838.07,3,Business Development
63-4978878,5124.95,1,Services
09-0028735,3549.42,2,Marketing
48-5715422,5038.92,2,Research and Development
85-7372799,3763.56,4,Product Management
37-8735952,3357.23,4,Business Development
22-6550734,4395.61,2,Accounting
41-3443354,3113.5,5,Marketing
62-0171115,4851.3,2,Training
91-8007954,5656.09,4,Business Development
66-6714167,3934.63,3,Business Development
95-1883697,5878.05,5,Human Resources
04-7090062,2943.72,4,Engineering
71-3510439,2802.48,3,Marketing
87-7497155,5813.01,4,Product Management
48-5384304,4288.37,2,Engineering
81-0529550,3755.36,4,Legal
24-7307396,3835.09,5,Support
18-8183994,3555.65,1,Accounting
57-8877142,2908.39,3,Marketing
56-2480823,3107.09,1,Product Management
01-8010683,5552.17,4,Product Management
18-8290523,3463.21,4,Product Management
16-0156876,4748.91,4,Engineering
06-5180071,5574.3,4,Business Development
79-2293422,4837.66,2,Accounting
00-6605400,3200.56,1,Research and Development
90-1733973,4835.28,1,Legal
34-7531600,4347.76,1,Business Development
47-6186009,4312.66,5,Marketing
03-1453415,5183.45,1,Research and Development
56-6976931,4170.19,2,Support
28-1673634,3479.91,1,Product Management
60-8940832,4748.73,2,Research and Development
77-9833987,3331.79,3,Support
38-9656736,3441.26,4,Support
05-9099030,3315.69,1,Engineering
97-7708358,4672.88,1,Accounting
52-4989948,5374.09,5,Sales
38-1717882,3098.79,4,Sales
08-1795551,5579.79,1,Product Management
71-6570182,3681.97,2,Human Resources
44-3301005,3153.79,4,Research and Development
09-1436381,5218.19,3,Human Resources
94-8270673,3594.88,5,Training
33-2312677,5524.73,4,Engineering
69-4492406,4281.82,5,Accounting
11-4232954,4198.37,4,Marketing
86-9897939,4494.22,2,Support
48-9953237,4396.25,1,Support
02-6669251,4341.11,3,Product Management
08-8860245,5224.55,1,Engineering
41-7218600,5333.92,4,Business Development
68-9438270,5659.85,1,Research and Development
05-6638427,5170.47,3,Legal
47-6381263,4691.52,2,Accounting
42-8451655,5034.8,5,Legal
07-7198295,5072.66,5,Support
61-8891149,3989.49,4,Support
79-7470994,3265.31,5,Services
39-8949032,3776.63,4,Marketing
54-8562611,5284.73,5,Legal
73-2667058,4275.57,4,Product Management
61-6353931,3820.81,4,Research and Development
29-9562769,2740.73,5,Human Resources
75-2242727,4619.87,3,Services
95-7143111,5236.34,3,Support
34-2959507,2922.2,3,Business Development
57-6951138,5787.21,2,Engineering
95-8970788,5687.14,2,Engineering
52-9203381,4249.47,3,Engineering
46-0648380,3598.09,4,Research and Development
65-1539412,2792.19,1,Accounting
60-8712990,4987.98,4,Legal
25-2379702,5088.04,1,Support
55-1607740,4725.78,5,Sales
02-4079180,5973.43,2,Services
57-7539583,4605.07,4,Sales
01-1665951,4195.11,4,Research and Development
60-3228157,3687.5,1,Sales
30-8104742,3261.67,4,Training
03-4347631,3300.17,5,Services
57-7970833,4940.75,2,Training
95-7924907,3300.22,4,Marketing
07-7184384,4966.79,1,Marketing
66-6490641,4885.98,1,Support
53-0667026,4908.68,3,Research and Development
26-0207686,5254.58,5,Marketing
40-6609292,2776.44,3,Research and Development
99-4061171,2723.08,4,Legal
22-1965480,3246.24,3,Product Management
79-9276519,4472.8,4,Training
29-2790085,4270.5,5,Accounting
22-9503508,3965.51,5,Research and Development
62-4922436,4388.64,3,Human Resources
75-6756576,3248.43,2,Services
66-8963419,5821.05,1,Research and Development
06-2459991,3819.1,3,Product Management
68-2907661,3389.5,4,Services
17-1260813,3783.1,1,Training
88-2993950,4333.18,2,Product Management
59-0743458,3367.02,4,Support
25-8510742,5469.97,4,Sales
11-4751916,2798.96,4,Legal
79-8597457,5321.33,4,Accounting
31-9489643,2730.1,3,Legal
63-5751378,4898.89,5,Engineering
93-7737723,4202.96,3,Services
93-6420912,4718.12,3,Engineering
74-8836524,3049.38,3,Legal
52-4133117,5727.56,4,Engineering
89-9961949,4745.32,5,Marketing
84-3488035,4300.61,2,Human Resources
72-2793755,5520.1,1,Human Resources
67-2494838,2731.43,3,Business Development
83-4765334,4322.78,5,Training
37-2116301,4394.7,5,Training
69-1116534,4247.97,5,Product Management
77-3525165,4256.17,3,Business Development
28-5349112,3028.68,2,Human Resources
08-0436378,3112.02,2,Engineering
84-4058318,3851.01,5,Legal
88-5520996,5915.21,4,Training
13-4062822,3414.42,1,Legal
46-7498133,2792.9,5,Research and Development
65-0857164,2990.75,3,Training
49-5949504,5024.45,4,Marketing
55-2150767,4286.3,3,Accounting
13-6770202,5437.94,5,Research and Development
16-9385741,3930.73,5,Training
18-2841549,2869.92,4,Human Resources
47-2640247,5333.44,5,Services
56-6594658,5305.91,3,Sales
01-6552970,5747.18,2,Support
92-4830431,3515.5,3,Business Development
27-9974096,4338.65,2,Accounting
35-2321424,4098.37,5,Product Management
10-3476410,4752.17,5,Services
16-6648255,3620.93,4,Services
56-5396457,4450.96,4,Sales
12-5803365,3498.37,3,Training
86-5787824,5466.17,3,Accounting
15-8680056,3788.03,3,Legal
12-7953510,4706.71,4,Training
84-6028281,4240.06,1,Engineering
03-7840928,5916.42,4,Sales
48-3454346,4894.21,2,Business Development
43-4069729,4168.99,1,Marketing
60-1878490,3938.92,4,Accounting
57-0983369,3804.65,3,Support
90-2540472,4633.36,5,Product Management
75-0064033,4741.03,4,Sales
70-8398961,4515.14,3,Services
77-0489677,2928.27,4,Sales
94-5954727,3912.93,5,Accounting
24-1893204,3659.39,4,Training
50-4332975,5113.83,1,Research and Development
97-1841308,5591.96,5,Human Resources
95-1774782,3641.28,2,Product Management
77-5931758,2761.2,4,Legal
20-4334505,4183.55,4,Sales
90-9464717,3273.39,5,Support
44-8207956,4202.79,3,Services
63-4693916,4114.61,2,Engineering
85-1369611,4200.86,1,Marketing
12-0107404,5291.76,4,Support
53-3230956,5885.48,5,Services
51-0870549,3999.77,2,Business Development
76-2547678,3036.35,1,Research and Development
01-6257307,3114.76,1,Marketing
03-1349780,5274.6,2,Sales
71-0020037,2722.56,3,Support
37-6320124,5452.62,4,Engineering
18-7130290,5807.89,2,Sales
83-1041836,5652.08,2,Marketing
83-5245404,3191.83,5,Marketing
58-6503749,3287.11,5,Marketing
61-2984725,4307.93,1,Human Resources
07-9257370,3338.31,2,Legal
53-4386869,5049.76,2,Training
03-5469924,4392.37,3,Business Development
64-2046649,5039.39,1,Services
68-5891741,2886.93,5,Support
27-6000069,5272.83,3,Product Management
64-8212716,3678.52,3,Research and Development
09-7497335,4679.2,5,Services
77-8939306,5479.68,4,Training
18-1194795,3649.02,1,Legal
78-3688284,4620.23,5,Human Resources
99-3228510,4041.61,3,Engineering
53-9004382,3675.04,4,Legal
19-5952737,5811.61,5,Sales
42-0819263,3038.72,1,Training
54-3814623,4740.24,4,Services
54-0951582,4340.28,4,Accounting
37-9822102,5647.71,3,Marketing
91-1955451,5933.45,3,Sales
86-7113761,5185.73,4,Services
59-4992686,4836.07,3,Human Resources
75-9721888,3690.46,4,Support
27-1297071,5816.04,2,Services
95-5707635,5427.6,5,Business Development
54-6581388,5810.56,2,Research and Development
80-8876798,5174.45,4,Human Resources
31-2982822,3330.78,5,Sales
25-8636514,5843.85,3,Marketing
64-3187833,5925.61,3,Engineering
34-8605592,4020.67,2,Human Resources
73-7744117,3927.16,1,Accounting
83-9120287,4578.17,4,Accounting
16-3719981,4905.04,1,Services
34-5034780,2804.42,3,Engineering
92-5443516,5060.26,3,Research and Development
70-4522187,3467.91,1,Human Resources
90-7006628,5441.13,3,Sales
75-3747715,4018.54,1,Sales
44-5060139,4836.64,1,Training
44-3432805,3444.77,5,Accounting
79-8080585,3794.0,5,Accounting
73-5835148,5802.3,5,Legal
49-7559487,3355.29,4,Product Management
35-5777744,3447.49,2,Support
02-3146316,4480.53,2,Human Resources
15-6666053,4944.8,1,Marketing
28-8192686,3038.65,4,Product Management
20-5614831,5112.32,3,Accounting
33-3587870,2955.73,5,Support
46-7265130,5764.58,5,Support
44-5237397,2808.25,2,Legal
39-2537123,4835.51,3,Research and Development
68-3910338,5517.73,2,Accounting
98-2765717,4718.5,5,Sales
27-4414036,4061.55,4,Accounting
86-1703275,4645.23,5,Product Management
09-7595804,5116.09,4,Accounting
63-5667999,5955.34,3,Accounting
72-6126017,4757.89,3,Support
13-2079019,5212.94,1,Research and Development
38-5590665,5577.18,1,Human Resources
78-6063284,3032.51,4,Human Resources
21-2086511,3485.23,5,Sales
66-7691336,3141.49,3,Engineering
54-8320546,4837.62,4,Support
84-5564211,3407.71,4,Engineering
27-8709352,3362.72,3,Research and Development
69-0769139,3236.59,2,Product Management
65-5014555,3265.1,5,Support
09-4309528,3521.23,1,Sales
83-8707660,4414.18,3,Training
32-4925612,5441.59,5,Marketing
17-5075500,5683.82,5,Business Development
66-8584235,5883.71,5,Services
00-6958986,2739.18,1,Research and Development
39-3098082,4982.37,4,Support
00-6529242,3995.95,4,Human Resources
13-9920247,3103.9,5,Human Resources
93-1873703,4351.15,2,Human Resources
20-6137844,2964.54,4,Services
29-6216884,3280.9,2,Support
43-6741106,4863.27,1,Services
95-7800202,3823.22,4,Accounting
09-1110473,5972.48,3,Product Management
48-3111803,4074.47,4,Training
59-1086147,5358.01,4,Engineering
98-6482345,5470.9,2,Human Resources
06-8740866,4851.31,3,Training
90-5093119,4404.94,2,Sales
42-0469708,3476.17,1,Human Resources
06-8538464,4972.17,1,Legal
73-9197235,2809.1,1,Human Resources
56-1075707,4766.84,2,Training
27-5045714,3906.26,1,Sales
45-5589271,4183.07,1,Accounting
26-4198659,4536.6,3,Product Management
33-9164302,3846.35,5,Human Resources
09-4032624,3812.7,2,Engineering
03-7516984,3775.77,3,Marketing
15-6112486,3073.46,4,Engineering
79-9695840,2825.79,5,Human Resources
98-2356354,4739.49,4,Legal
94-9167953,5274.86,1,Research and Development
24-5623641,5715.25,4,Research and Development
93-0601173,4438.06,4,Engineering
40-7048469,4387.8,3,Research and Development
79-6879710,4860.33,4,Engineering
83-7275066,5984.69,1,Support
72-1846928,3604.82,5,Support
54-4433098,5246.16,3,Services
90-6275126,2967.07,4,Sales
40-1560956,4703.19,4,Legal
27-1434212,4667.69,4,Training
30-5221713,5232.18,2,Research and Development
20-1279197,3512.75,5,Engineering
91-8565876,5031.24,1,Legal
32-4105454,5158.09,3,Business Development
39-6081726,4768.31,3,Human Resources
57-6240809,4492.47,5,Human Resources
69-4937208,4701.73,3,Research and Development
25-8883754,5281.19,2,Accounting
